ORGANIZATION,NODE_NAME,LATITUDE,LONGITUDE,CITY,STATE,COUNTRY,SOURCE,ASOF_DATE
Optic Fusion,Optic Fusion - Perkins Building,47.2113159374,-122.515013063,Tacoma,Washington,US,PeeringDB,2021-12-31
Optic Fusion,Optic Fusion - Westin Building 2505,47.5700020539,-122.339984987,Seattle,Washington,US,PeeringDB,2021-12-31
e-Quest IT Diensten b.v.,e-Quest Datacenter,51.429973164,5.50001542016,Eindhoven,Noord-Brabant,NL,PeeringDB,2021-12-31
Burkina Faso Internet eXchange,Datacenter Immeuble du Faso,12.3703159779,-1.5247237563,Ouagadougou,Kadiogo,BF,PeeringDB,2021-12-31
ARPCE,Siège de l''ARPCE,-4.25918577181,15.2846894925,Brazzaville,Pool,CG,PeeringDB,2021-12-31
"Equinix, Inc.","Equinix SK3 - Stockholm, Spånga",59.3507599543,18.0973347328,Stockholm,Stockholm,SE,PeeringDB,2021-12-31
UPX TECHNOLOGIES,UPX São Paulo,-23.558679587,-46.6250199804,São Paulo,São Paulo,BR,PeeringDB,2021-12-31
Rezopole A.D.,Lyonix L4 aeroport de Bron,45.7700085643,4.83003047549,Lyon,Rhône-Alpes,FR,PeeringDB,2021-12-31
Rezopole A.D.,Lyonix L5 St-Exupery,45.7700085643,4.83003047549,Lyon,Rhône-Alpes,FR,PeeringDB,2021-12-31
Lokia Oy,PMK18,61.5000044954,23.7500125719,Tampere,Pirkanmaa,FI,PeeringDB,2021-12-31
"Joint-stock company ""Internet Exchange"" MSK-IX",KIAEHOUSE,55.7521641226,37.6155228259,Moscow,Moskva,RU,PeeringDB,2021-12-31
Eolas - Business & Decision,Eolas Grenoble,45.1803804719,5.72000199242,Grenoble,Rhône-Alpes,FR,PeeringDB,2021-12-31
Six Degrees,Six Degrees Birmingham Central,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
CPS,Metrotel - CPS Comunicaciones,-34.6025016085,-58.3975313737,Buenos Aires,Ciudad de Buenos Aires,AR,PeeringDB,2021-12-31
CoreSite LLC,CoreSite - Los Angeles (LA4),33.9899782502,-118.179980511,Los Angeles,California,US,PeeringDB,2021-12-31
Hostopia Australia Pty Ltd,Australian Pacific Data Centres (APDC) SY1,-33.9200109672,151.185179809,Sydney,New South Wales,AU,PeeringDB,2021-12-31
TEDRA GROUP,TEDRA SISTEMAS SL,42.5799707225,-5.57000655254,León,Castilla y León,ES,PeeringDB,2021-12-31
High Availability Hosting Limited,HA Hosting DC1,53.3666766552,-1.49999658345,Sheffield,South Yorkshire,GB,PeeringDB,2021-12-31
Elisa Oyj,Elisa Espoo Tapiola,60.175563374,24.9341263415,Helsinki,Southern Finland,FI,PeeringDB,2021-12-31
Elisa Oyj,Elisa Helsinki Pasila,60.175563374,24.9341263415,Helsinki,Southern Finland,FI,PeeringDB,2021-12-31
Elisa Oyj,Elisa Tampere Nalkala,61.5000044954,23.7500125719,Tampere,Pirkanmaa,FI,PeeringDB,2021-12-31
Red Nacional Academica de Tecnologia Avanzada RENATA,RENATA,4.59642356253,-74.0833439552,Bogota,Bogota,CO,PeeringDB,2021-12-31
NAP Colombia,NAP Colombia,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
Telekom Romania Communications S.A.,Hosting Data Center Bucharest,44.4333718049,26.099946654,Bucharest,Bucharest,RO,PeeringDB,2021-12-31
Telekom Romania Communications S.A.,Hosting Data Center Brasov,45.6475354198,25.6071601956,Brașov,Brasov,RO,PeeringDB,2021-12-31
Syscon Infoway Pvt. Ltd.,Syscon Infoway Mumbai DC1,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
Hetzner Online GmbH,Hetzner Online FSN1 (Falkenstein),50.3170436799,11.9166780178,Hof,Bayern,DE,PeeringDB,2021-12-31
Hetzner Online GmbH,Hetzner Online NBG1 (Nuremberg),49.4700152782,10.9999897854,Fürth,Bayern,DE,PeeringDB,2021-12-31
"Equinix, Inc.",Equinix CL3 - Calgary (formerly Q9 Calgary Three),51.0829917593,-114.079998212,Calgary,Alberta,CA,PeeringDB,2021-12-31
eStruxture Data Centers Inc.,eStruxture CAL-1,51.0829917593,-114.079998212,Calgary,Alberta,CA,PeeringDB,2021-12-31
Cibicom A/S,Teracom Data Centre CPH West,55.6499739778,12.083334512,Roskilde,Sjaælland,DK,PeeringDB,2021-12-31
Digital Realty,Digital Realty HOU (12001 North Freeway),29.8199743846,-95.3399792905,Houston,Texas,US,PeeringDB,2021-12-31
Data Communication & Software i Grondal Aktiebolag,Datacom Datacenter Ljusterö,59.3507599543,18.0973347328,Stockholm,Stockholm,SE,PeeringDB,2021-12-31
"Tech Vault, Inc.",Tech Vault South Burlington,44.4757981558,-73.21246688,Burlington,Vermont,US,PeeringDB,2021-12-31
EOL,StrataGate Datacentre,-37.6964164279,176.153629374,Tauranga,Bay of Plenty,NZ,PeeringDB,2021-12-31
EVOLINK AD,Evolink Data Center Sofia 2,42.6833494253,23.3166540107,Sofia,Grad Sofiya,BG,PeeringDB,2021-12-31
EVOLINK AD,Evolink Data Center Sofia 1,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
Digital Realty,Digital Realty PDX (3825 NE Aloclek Dr),45.5200238231,-122.679990074,Portland,Oregon,US,PeeringDB,2021-12-31
"Equinix, Inc.",Equinix SA1 - Seville,37.4050152782,-5.98000736635,Seville,Andalucía,ES,PeeringDB,2021-12-31
VSHosting s.r.o.,VSHosting ServerPark DC1,50.0833370149,14.4659797757,Prague,Prague,CZ,PeeringDB,2021-12-31
Mobile Telecommunication Company - ZAIN KW,Zain CDC Kuwait,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
"Cologix, Inc.",Cologix MIN3,44.9799792674,-93.2517863381,Minneapolis,Minnesota,US,PeeringDB,2021-12-31
"Cologix, Inc.",Cologix COL3,39.9799743846,-82.9900096046,Columbus,Ohio,US,PeeringDB,2021-12-31
HELIANTIS SAS,HELIANTIS,43.2332900178,0.08334346376,Tarbes,Midi-Pyrénées,FR,PeeringDB,2021-12-31
"Equinix, Inc.",Equinix SY4 - Sydney,-33.9200109672,151.185179809,Sydney,New South Wales,AU,PeeringDB,2021-12-31
"Consolidated Communications, Inc.",Consolidated - 811 Louisiana,29.8199743846,-95.3399792905,Houston,Texas,US,PeeringDB,2021-12-31
TelemaxX Telekommunikation GmbH,TelemaxX IPC4,48.9999922883,8.39999344751,Karlsruhe,Baden-Württemberg,DE,PeeringDB,2021-12-31
"Equinix, Inc.",Equinix TY5 - Tokyo,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
"Equinix, Inc.",Equinix TY6 - Tokyo,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
"Equinix, Inc.",Equinix TY7 - Tokyo,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
"Equinix, Inc.",Equinix TY8 - Tokyo,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
"Equinix, Inc.",Equinix TY9 - Tokyo,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
"Equinix, Inc.",Equinix TY10 - Tokyo,35.6850169058,139.751407429,Tokyo,Tokyo,JP,PeeringDB,2021-12-31
DEBACOM Sp. z o.o.,Debacom Zabrze DC1,50.3303761994,18.6700125719,Gliwice,Silesian,PL,PeeringDB,2021-12-31
First Riding Technology Inc.,FRT iDC Okinawa,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
DATA4 Luxembourg s.a r.l,DATA4 Paris Marcoussis - PAR1,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
CoreSite LLC,CoreSite - Santa Clara (SV7),37.2999829295,-121.849989056,San Jose,California,US,PeeringDB,2021-12-31
Provdotnet LLC,Prov.net PVD1 (1155 Westminster),41.8211023143,-71.4149796973,Providence,Rhode Island,US,PeeringDB,2021-12-31
Provdotnet LLC,Prov.net PVD2 (304 Carpenter),41.8211023143,-71.4149796973,Providence,Rhode Island,US,PeeringDB,2021-12-31
Provdotnet LLC,Prov.net CHF1 (Boston North),42.6336883739,-71.3166911231,Lowell,Massachusetts,US,PeeringDB,2021-12-31
DATA4 Luxembourg s.a r.l,DATA4 Milan-Cornaredo - MIL1,45.4699751984,9.20500890976,Milan,Lombardia,IT,PeeringDB,2021-12-31
DATA4 Luxembourg s.a r.l,DATA4 Luxembourg - LUX,49.6116603791,6.13000280623,Luxembourg,Luxembourg,LU,PeeringDB,2021-12-31
"QTS Realty Trust, Inc.",QTS Sacramento (SAC1),38.5750213817,-121.470038088,Sacramento,California,US,PeeringDB,2021-12-31
"QTS Realty Trust, Inc.",QTS Princeton (PJC1),40.2169625031,-74.7433553484,Trenton,New Jersey,US,PeeringDB,2021-12-31
"QTS Realty Trust, Inc.",QTS Chicago (CHI1),41.8299906607,-87.7500549741,Chicago,Illinois,US,PeeringDB,2021-12-31
"QTS Realty Trust, Inc.",QTS Irving - Dallas (DFW1),32.8200238231,-96.8400169289,Dallas,Texas,US,PeeringDB,2021-12-31
"QTS Realty Trust, Inc.",QTS Overland Park (OVP1),39.1135805169,-94.6301463771,Kansas City,Kansas,US,PeeringDB,2021-12-31
MegaHostZone,MegaHostZone,24.3749837433,88.6050203033,Rajshahi,Rajshahi,BD,PeeringDB,2021-12-31
US Internet,US Internet - Minnetonka,44.9799792674,-93.2517863381,Minneapolis,Minnesota,US,PeeringDB,2021-12-31
TurkNet Iletisim Hizmetleri A.S,TurkNet Iletisim Hizmetleri A.S,41.1049961538,29.0100015856,Istanbul,Istanbul,TR,PeeringDB,2021-12-31
Shabdiz Telecom Network JSC,Shabdiz Telecom Network,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
31173 Services AB,31173 DC Malmö Scheelegatan,55.5833372183,13.0333023668,Malmö,Skåne,SE,PeeringDB,2021-12-31
31173 Services AB,31173 DC Helsingborg Prästgatan,56.0504921663,12.700041055,Helsingborg,Skåne,SE,PeeringDB,2021-12-31
SaveCom,TWNAP IDC,25.0358333333,121.568333333,Taipei,Taipei City,TW,PeeringDB,2021-12-31
Naquadria S.r.l.,Naquadria Datacenter Piacenza,44.8104288931,10.3200312893,Parma,Emilia-Romagna,IT,PeeringDB,2021-12-31
Digital Realty,Digital Realty SIN (3 Loyang Way),1.29303346649,103.855820678,Singapore,,SG,PeeringDB,2021-12-31
Bahnhof,Bahnhof St Erik,59.3507599543,18.0973347328,Stockholm,Stockholm,SE,PeeringDB,2021-12-31
Everstream,Everstream Parma Data Center,41.4699867951,-81.6949982114,Cleveland,Ohio,US,PeeringDB,2021-12-31
Netrality Data Centers,Netrality Chicago - 717 S Wells,41.8299906607,-87.7500549741,Chicago,Illinois,US,PeeringDB,2021-12-31
Interxion - A Digital Realty Company,Interxion London (Oliver’s Yard),51.4999947297,-0.11672184386,London,Westminster,GB,PeeringDB,2021-12-31
TPnets.com Sp. z o.o.,TPnets.com DC Łódź,51.7749908642,19.4513602282,Łódź,Lódz,PL,PeeringDB,2021-12-31
Acknowledge Benelux B.V.,Den Bosch,51.6833371427,5.31666048481,''s-Hertogenbosch,Noord-Brabant,NL,PeeringDB,2021-12-31
Acknowledge Benelux B.V.,Eindhoven,51.429973164,5.50001542016,Eindhoven,Noord-Brabant,NL,PeeringDB,2021-12-31
Amanah Tech Inc.,1YongeColo,43.6999798778,-79.4200207944,Toronto,Ontario,CA,PeeringDB,2021-12-31
Servicios Informáticos Hostname Limitada,Servicios Informaticos Hostname,-33.4500138155,-70.6670408546,Santiago,Región Metropolitana de Santiago,CL,PeeringDB,2021-12-31
BEONLINE TWENTY FOUR SEVEN INTERNET GROUP,Beonline 24/7,-33.6995593071,18.9600207099,Paarl,Western Cape,ZA,PeeringDB,2021-12-31
Colocation America Corporation,LADC1 - 624 S Grand Ave,33.9899782502,-118.179980511,Los Angeles,California,US,PeeringDB,2021-12-31
Colocation America Corporation,LADC2 - 707 Wilshire Blvd,33.9899782502,-118.179980511,Los Angeles,California,US,PeeringDB,2021-12-31
Colocation America Corporation,LADC3 - 600 W 7th St,33.9899782502,-118.179980511,Los Angeles,California,US,PeeringDB,2021-12-31
Colocation America Corporation,LADC4 - 530 W 6th St,33.9899782502,-118.179980511,Los Angeles,California,US,PeeringDB,2021-12-31
Colocation America Corporation,LADC5 - 650 S Grand Ave,33.9899782502,-118.179980511,Los Angeles,California,US,PeeringDB,2021-12-31
Colocation America Corporation,SFDC1 - 200 Paul Ave,37.7400077505,-122.459977663,San Francisco,California,US,PeeringDB,2021-12-31
Colocation America Corporation,NYDC1 - 60 Hudson Street,40.749979064,-73.9800169288,New York,New York,US,PeeringDB,2021-12-31
Colocation America Corporation,NYDC2 - 111 8th ave,40.749979064,-73.9800169288,New York,New York,US,PeeringDB,2021-12-31
Colocation America Corporation,NYDC3 - 11 skyline dr,41.0533455598,-73.5391911231,Stamford,Connecticut,US,PeeringDB,2021-12-31
Colocation America Corporation,NJDC1 - 100 Delawanna ave,40.9199945262,-74.1700053321,Paterson,New Jersey,US,PeeringDB,2021-12-31
Colocation America Corporation,NJDC2 - 300 J F Kennedy Blvd,40.749979064,-73.9800169288,New York,New York,US,PeeringDB,2021-12-31
Colocation America Corporation,BDC1 - 34 Saint Martin Dr,42.2704288931,-71.8000207943,Worcester,Massachusetts,US,PeeringDB,2021-12-31
Colocation America Corporation,PDC1 - 9999 Hamilton blvd,40.5999882193,-75.5000275082,Allentown,Pennsylvania,US,PeeringDB,2021-12-31
Colocation America Corporation,PDC2 - 1000 Adams ave,39.9999731639,-75.1699959734,Philadelphia,Pennsylvania,US,PeeringDB,2021-12-31
Colocation America Corporation,PDC3 - 3949 Schelden Cir,40.5999882193,-75.5000275082,Allentown,Pennsylvania,US,PeeringDB,2021-12-31
Colocation America Corporation,CDC1 - 350 E Cermak Rd,41.8299906607,-87.7500549741,Chicago,Illinois,US,PeeringDB,2021-12-31
Colocation America Corporation,CDC2 - 600 S Federal st,41.8299906607,-87.7500549741,Chicago,Illinois,US,PeeringDB,2021-12-31
Colocation America Corporation,CDC3 - 800 E Business Center Dr,42.0483494253,-87.699954673,Evanston,Illinois,US,PeeringDB,2021-12-31
Colocation America Corporation,CDC4 - 1808 Swift Dr,41.8299906607,-87.7500549741,Chicago,Illinois,US,PeeringDB,2021-12-31
Colocation America Corporation,CDC5 - 2200 Busse Rd,42.0483494253,-87.699954673,Evanston,Illinois,US,PeeringDB,2021-12-31
Colocation America Corporation,MDC1 - 36 NE 2nd St,25.7876106964,-80.2241060808,Miami,Florida,US,PeeringDB,2021-12-31
Colocation America Corporation,HDC1 - 108 Bank St,41.5500077505,-73.0500220151,Waterbury,Connecticut,US,PeeringDB,2021-12-31
Multinet Pakistan Pvt. Ltd.,Multinet Pakistan Karachi,24.8699922882,66.99000891,Karachi,Sind,PK,PeeringDB,2021-12-31
Nüday Networks Inc.,Nuday DC,43.6999798778,-79.4200207944,Toronto,Ontario,CA,PeeringDB,2021-12-31
"ColoSpace, Inc.","ColoSpace - Bedford, NH",42.9959918407,-71.4552873145,Manchester,New Hampshire,US,PeeringDB,2021-12-31
"ColoSpace, Inc.","ColoSpace - Waltham, MA",42.3299601431,-71.0700136736,Boston,Massachusetts,US,PeeringDB,2021-12-31
"ColoSpace, Inc.","ColoSpace - Rockland, MA",42.3299601431,-71.0700136736,Boston,Massachusetts,US,PeeringDB,2021-12-31
"ColoSpace, Inc.","ColoSpace - Somerville, MA",42.3299601431,-71.0700136736,Boston,Massachusetts,US,PeeringDB,2021-12-31
Centro Nacional de Computacion,Data Center IX.py,-25.3400178845,-57.5200397152,San Lorenzo,Asunción,PY,PeeringDB,2021-12-31
Michigan Technological University,MI Tech - Main Campus,47.1272900585,-88.5808052996,Hancock,Michigan,US,PeeringDB,2021-12-31
PERSIS TELECOM,DC LDA1,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
Crown Castle Fiber,Crown Castle Philadelphia (401 N Broad),39.9999731639,-75.1699959734,Philadelphia,Pennsylvania,US,PeeringDB,2021-12-31
Crown Castle Fiber,Crown Castle Hartford (960 Main),41.770020161,-72.6799670834,Hartford,Connecticut,US,PeeringDB,2021-12-31
Crown Castle Fiber,Crown Castle Boston (1 Summer),42.3299601431,-71.0700136736,Boston,Massachusetts,US,PeeringDB,2021-12-31
Crown Castle Fiber,Crown Castle Springfield (1 Federal),42.1200246369,-72.5799990251,Springfield,Massachusetts,US,PeeringDB,2021-12-31
Crown Castle Fiber,Crown Castle Newark (165 Halsey),40.7004213654,-74.1700053321,Newark,New Jersey,US,PeeringDB,2021-12-31
Crown Castle Fiber,Crown Castle Providence (235 Promenade),41.8211023143,-71.4149796973,Providence,Rhode Island,US,PeeringDB,2021-12-31
Crown Castle Fiber,Crown Castle Chicago (725 S Wells),41.8299906607,-87.7500549741,Chicago,Illinois,US,PeeringDB,2021-12-31
Crown Castle Fiber,Crown Castle Marlboro (34 St Martin),42.2704288931,-71.8000207943,Worcester,Massachusetts,US,PeeringDB,2021-12-31
Crown Castle Fiber,Crown Castle Worcester (474 Main),42.2704288931,-71.8000207943,Worcester,Massachusetts,US,PeeringDB,2021-12-31
Crown Castle Fiber,Crown Castle New York (111 8th),40.749979064,-73.9800169288,New York,New York,US,PeeringDB,2021-12-31
Crown Castle Fiber,Crown Castle Providence (300 Carpenter),41.8211023143,-71.4149796973,Providence,Rhode Island,US,PeeringDB,2021-12-31
Crown Castle Fiber,Crown Castle Columbus (101 E Town),39.9799743846,-82.9900096046,Columbus,Ohio,US,PeeringDB,2021-12-31
Interxion - A Digital Realty Company,Interxion Dublin (DUB3),53.333061136,-6.24890568178,Dublin,Dublin,IE,PeeringDB,2021-12-31
MCG Jakub Skorek,Quicktel Sp. z o.o.,50.2603804719,19.0200170478,Katowice,Silesian,PL,PeeringDB,2021-12-31
ManagedWay Company,ManagedWay TYM1,42.3299601431,-83.0800557879,Detroit,Michigan,US,PeeringDB,2021-12-31
ManagedWay Company,ManagedWay TYM2,42.3299601431,-83.0800557879,Detroit,Michigan,US,PeeringDB,2021-12-31
ManagedWay Company,ManagedWay BYK1,42.9637199087,-85.6699493833,Grand Rapids,Michigan,US,PeeringDB,2021-12-31
ManagedWay Company,ManagedWay SFJ1,42.6518526398,-83.290223838,Pontiac,Michigan,US,PeeringDB,2021-12-31
ManagedWay Company,ManagedWay SFJ2,42.6518526398,-83.290223838,Pontiac,Michigan,US,PeeringDB,2021-12-31
Amplia,Amplia DC0,10.6519970896,-61.5170308854,Port-of-Spain,Port of Spain,TT,PeeringDB,2021-12-31
Amplia,Amplia DC2,10.2804616626,-61.459376784,San Fernando,San Fernando,TT,PeeringDB,2021-12-31
Amplia,Amplia DC1,10.6519970896,-61.5170308854,Port-of-Spain,Port of Spain,TT,PeeringDB,2021-12-31
Invitech,Invitech DC10,47.5000063264,19.0833206774,Budapest,Budapest,HU,PeeringDB,2021-12-31
CDLAN s.r.l.,Caldera21,45.4699751984,9.20500890976,Milan,Lombardia,IT,PeeringDB,2021-12-31
Grupa Onet.pl S.A.,Onet Data Center,50.0599792675,19.9600113512,Kraków,Lesser Poland,PL,PeeringDB,2021-12-31
Grupa Onet.pl S.A.,Dabka Data Center,50.0599792675,19.9600113512,Kraków,Lesser Poland,PL,PeeringDB,2021-12-31
Oman Telecommunications Company (Omantel),WCS,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
"LightSpeed Communications, LLC",Liquid Web DC3,42.7335272411,-84.5467362892,Lansing,Michigan,US,PeeringDB,2021-12-31
Alliance Reseaux SAS,Alliance Réseaux,45.1803804719,5.72000199242,Grenoble,Rhône-Alpes,FR,PeeringDB,2021-12-31
freenet Cityline GmbH,freenet Duesseldorf,51.2203735546,6.77998897159,Düsseldorf,Nordrhein-Westfalen,DE,PeeringDB,2021-12-31
Oman Telecommunications Company (Omantel),TCC,23.6133248077,58.5933121326,Muscat,Muscat,OM,PeeringDB,2021-12-31
SysEleven GmbH,Umspannwerk Berlin,52.5218186636,13.4015486233,Berlin,Berlin,DE,PeeringDB,2021-12-31
ST Telemedia Global Data Centres,STT Defu 1,1.29303346649,103.855820678,Singapore,,SG,PeeringDB,2021-12-31
ST Telemedia Global Data Centres,STT MediaHub,1.29303346649,103.855820678,Singapore,,SG,PeeringDB,2021-12-31
Tele2 Kazakhstan,Almaty,43.3249898469,76.9150361724,Almaty,Almaty,KZ,PeeringDB,2021-12-31
Rony Spitzer trading as Datastrom.ch,Ebnat Schaffhausen,47.7060030907,8.63299852333,Schaffhausen,Schaffhausen,CH,PeeringDB,2021-12-31
PS Internet Company LLC,PS Internet Company DC,43.3249898469,76.9150361724,Almaty,Almaty,KZ,PeeringDB,2021-12-31
MK Netzdienste GmbH & Co. KG,MK Netzdienste Datacenter,50.0999768261,8.67501542017,Frankfurt,Hessen,DE,PeeringDB,2021-12-31
INTERNET HARBOR,Jiuxianqiao-M7-Beijing,39.9288922313,116.388285684,Beijing,Beijing,CN,PeeringDB,2021-12-31
"Biznesshosting, Inc. DBA VOLICO",NWT Data Center,25.7876106964,-80.2241060808,Miami,Florida,US,PeeringDB,2021-12-31
"Biznesshosting, Inc. DBA VOLICO",IM Datacenter,25.7876106964,-80.2241060808,Miami,Florida,US,PeeringDB,2021-12-31
Groupe Oceanet Technology,OT - Armor,47.2103857616,-1.5900169285,Nantes,Pays de la Loire,FR,PeeringDB,2021-12-31
Groupe Oceanet Technology,OT - Capella,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
Groupe Oceanet Technology,Etix Olona #1,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
Groupe Oceanet Technology,Etix Nantes #1,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
Completel,Completel Nantes,47.2103857616,-1.5900169285,Nantes,Pays de la Loire,FR,PeeringDB,2021-12-31
Groupe Oceanet Technology,OT - Rezé,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
VIP,krzysztof Wójcik,51.2503975617,22.5727200914,Lublin,Lublin,PL,PeeringDB,2021-12-31
3U TELECOM GmbH,3U Rechenzentrum Hannover,52.3669702343,9.71665726588,Hannover,Niedersachsen,DE,PeeringDB,2021-12-31
Air Link Networks,Air Link Communications Trinidad,12.6518750193,54.0239269601,Hadiboh,Hadramawt,YE,PeeringDB,2021-12-31
NTT Global Data Centers,NTT Munich 2 Data Center (MUC2),48.129942036,11.5749934475,Munich,Bayern,DE,PeeringDB,2021-12-31
PT. Remala Abadi,PT Remala Abadi,-6.17441770541,106.829437621,Jakarta,Jakarta Raya,ID,PeeringDB,2021-12-31
Orange Tunisie,Orange Tunisie,36.8666731534,10.1999975475,L''Ariana,Manubah,TN,PeeringDB,2021-12-31
BITel Gesellschaft fuer Telekommunikation mbH,BITel Gütersloh,52.0299882193,8.53001135116,Bielefeld,Nordrhein-Westfalen,DE,PeeringDB,2021-12-31
Dimension Data,Internet Solutions Umhlanga,-29.8650130017,30.9800105374,Durban,KwaZulu-Natal,ZA,PeeringDB,2021-12-31
Advania Ísland ehf.,ThorDC,64.1500236197,-21.9500144872,Reykjavík,Suðurnes,IS,PeeringDB,2021-12-31
Data Centre Limited,DataCentre220,-36.8480548949,174.763026987,Auckland,Auckland,NZ,PeeringDB,2021-12-31
VIRTUS Data Centres,VIRTUS LONDON4 (Slough),51.4699707226,-0.98002832173,Reading,Oxfordshire,GB,PeeringDB,2021-12-31
Axera S.P.A.,Axera Montecchio DC,45.440390441,10.990016234,Verona,Veneto,IT,PeeringDB,2021-12-31
"Joe''s Datacenter, LLC",Joe''s Datacenter,39.1070885098,-94.6040942189,Kansas City,Missouri,US,PeeringDB,2021-12-31
Département de la Haute-Saône,Haute-Saône Numérique,47.2299969677,6.03000890974,Besançon,Franche-Comté,FR,PeeringDB,2021-12-31
GlobalConnect Group,GlobalConnect Stilling,56.1572039989,10.2106839586,Århus,Midtjylland,DK,PeeringDB,2021-12-31
DataSite,DataSite Orlando,28.509976826,-81.3800303566,Orlando,Florida,US,PeeringDB,2021-12-31
Data Space Sp. z o.o.,DATASPACE-PL,52.7799424429,18.2499865302,Inowrocław,Kuyavian-Pomeranian,PL,PeeringDB,2021-12-31
VNET a.s.,DIGITALIS Bratislava,48.15001833,17.1169807522,Bratislava,Bratislavský,SK,PeeringDB,2021-12-31
"DartPoints, LLC","DartPoints - Downtown Cincinnati, OH",39.0840084015,-84.5085990822,Covington,Kentucky,US,PeeringDB,2021-12-31
"TierPoint, LLC",TierPoint Allentown-TekPark,40.5999882193,-75.5000275082,Allentown,Pennsylvania,US,PeeringDB,2021-12-31
"TierPoint, LLC",TierPoint Lehigh Valley,40.5999882193,-75.5000275082,Allentown,Pennsylvania,US,PeeringDB,2021-12-31
"TierPoint, LLC",TierPoint Valley Forge,39.9999731639,-75.1699959734,Philadelphia,Pennsylvania,US,PeeringDB,2021-12-31
"DartPoints, LLC",DartPoints - Eastgate Cincinnati OH,39.161884785,-84.4569226499,Cincinnati,Ohio,US,PeeringDB,2021-12-31
"DartPoints, LLC","DartPoints - Asheville, NC",35.6011977326,-82.5541447364,Asheville,North Carolina,US,PeeringDB,2021-12-31
"DartPoints, LLC","DartPoints - Greenville, SC",34.852922993,-82.3941545021,Greenville,South Carolina,US,PeeringDB,2021-12-31
"DartPoints, LLC","DartPoints - Columbia, SC",34.0399751984,-80.8999821388,Columbia,South Carolina,US,PeeringDB,2021-12-31
"DartPoints, LLC","DartPoints - North Charleston, SC",32.7923769318,-79.9921047381,Charleston,South Carolina,US,PeeringDB,2021-12-31
"Hosted Backbone, LLC",Hosted Backbone Richmond1,37.5500193472,-77.4499860043,Richmond,Virginia,US,PeeringDB,2021-12-31
myLoc managed IT AG,myLoc Datacenter DUS5,51.2203735546,6.77998897159,Düsseldorf,Nordrhein-Westfalen,DE,PeeringDB,2021-12-31
CENTURY TELECOM,CENTURY TELECOM LTDA,-19.9150260225,-43.9150045182,Belo Horizonte,Minas Gerais,BR,PeeringDB,2021-12-31
Powergrid Corporation of India Limited,Powergrid New Delhi,28.6000230092,77.1999800201,New Delhi,Delhi,IN,PeeringDB,2021-12-31
Powergrid Corporation of India Limited,Powergrid Mumbai,19.0169903757,72.8569892974,Mumbai,Maharashtra,IN,PeeringDB,2021-12-31
Powergrid Corporation of India Limited,Powergrid Chennai,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
Star Broadband Services (I) Pvt. Ltd.,Star Broadband Datacentre Delhi,28.6000230092,77.1999800201,New Delhi,Delhi,IN,PeeringDB,2021-12-31
T5 Data Centers,T5@Dallas,32.8200238231,-96.8400169289,Dallas,Texas,US,PeeringDB,2021-12-31
Digital Realty,Digital Realty ATL (250 Williams),33.830013854,-84.3999493833,Atlanta,Georgia,US,PeeringDB,2021-12-31
SCL-IX,SCL-IX MMR,-33.4500138155,-70.6670408546,Santiago,Región Metropolitana de Santiago,CL,PeeringDB,2021-12-31
Bell MTS Data Centres G.P.,Bell MTS Data Centres G.P. - DC01,49.8829874869,-97.1659918638,Winnipeg,Manitoba,CA,PeeringDB,2021-12-31
CONSORCIO DE TELECOMUNICACIONES AVANZADA S.A.,CONSORCIO DE TELECOMUNICACIONES AVANZADA S.A.,37.9799931021,-1.12996749003,Murcia,Región de Murcia,ES,PeeringDB,2021-12-31
Kom4tel GmbH,Kom4Tel GmbH,48.0004150585,7.86994828149,Freiburg,Baden-Württemberg,DE,PeeringDB,2021-12-31
SCL-IX,SCL-IX MMR Extension 1,-33.4500138155,-70.6670408546,Santiago,Región Metropolitana de Santiago,CL,PeeringDB,2021-12-31
SCL-IX,SCL-IX MMR Extension 2,-33.4500138155,-70.6670408546,Santiago,Región Metropolitana de Santiago,CL,PeeringDB,2021-12-31
